"시도별","모의 연령(5세계급)별","교육정도별","항목","단위","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년",
"부산광역시","15세미만","미상","출생[명]","명","2","0","3","0","0","0","0","0","0","0","0","0","0","0",
"부산광역시","15 - 19세","총계","출생[명]","명","146","167","182","175","169","189","153","138","142","95","93","62","48","13",
"부산광역시","15 - 19세","무학","출생[명]","명","4","0","0","2","1","1","0","0","0","0","0","0","1","1",
"부산광역시","15 - 19세","초등학교","출생[명]","명","7","9","4","6","3","5","12","10","5","2","3","2","4","0",
"부산광역시","15 - 19세","중고등학교","출생[명]","명","107","133","119","129","152","180","139","124","130","89","89","58","43","11",
"부산광역시","15 - 19세","중학교","출생[명]","명","39","50","50","50","56","77","56","42","53","40","37","26","19","1",
"부산광역시","15 - 19세","고등학교","출생[명]","명","68","83","69","79","96","103","83","82","77","49","52","32","24","10",
"부산광역시","15 - 19세","초대.전문대이상","출생[명]","명","4","5","4","6","2","2","1","1","1","0","0","1","0","0",
"부산광역시","15 - 19세","대학(교)","출생[명]","명","4","5","4","6","2","2","1","1","1","0","0","1","0","0",
"부산광역시","15 - 19세","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"부산광역시","15 - 19세","미상","출생[명]","명","24","20","55","32","11","1","1","3","6","4","1","1","0","1",
"부산광역시","20 - 24세","총계","출생[명]","명","1326","1137","1216","1229","1221","1209","1125","1141","1011","814","613","532","465","354",
"부산광역시","20 - 24세","무학","출생[명]","명","6","8","3","3","6","8","5","2","1","1","2","3","4","2",
"부산광역시","20 - 24세","초등학교","출생[명]","명","20","29","38","32","31","23","14","19","11","8","1","8","7","1",
"부산광역시","20 - 24세","중고등학교","출생[명]","명","799","680","692","730","708","712","706","677","607","495","412","377","307","253",
"부산광역시","20 - 24세","중학교","출생[명]","명","130","155","151","127","139","134","111","80","87","61","40","45","39","32",
"부산광역시","20 - 24세","고등학교","출생[명]","명","669","525","541","603","569","578","595","597","520","434","372","332","268","221",
"부산광역시","20 - 24세","초대.전문대이상","출생[명]","명","429","379","442","433","455","457","391","435","374","295","186","130","135","91",
"부산광역시","20 - 24세","대학(교)","출생[명]","명","425","376","436","429","449","455","388","433","373","294","184","129","133","91",
"부산광역시","20 - 24세","대학원 이상","출생[명]","명","4","3","6","4","6","2","3","2","1","1","2","1","2","0",
"부산광역시","20 - 24세","미상","출생[명]","명","72","41","41","31","21","9","9","8","18","15","12","14","12","7",
"부산광역시","25 - 29세","총계","출생[명]","명","9241","8333","7819","7341","6771","5520","5171","5233","4702","4133","3430","3021","2610","2268",
"부산광역시","25 - 29세","무학","출생[명]","명","5","8","3","4","6","5","3","4","4","4","10","4","5","1",
"부산광역시","25 - 29세","초등학교","출생[명]","명","22","21","23","16","27","20","21","10","19","11","9","9","3","4",
"부산광역시","25 - 29세","중고등학교","출생[명]","명","2724","2320","2068","1860","1615","1277","1111","978","946","831","661","653","548","469",
"부산광역시","25 - 29세","중학교","출생[명]","명","94","93","92","108","107","100","76","63","51","72","53","48","36","27",
"부산광역시","25 - 29세","고등학교","출생[명]","명","2630","2227","1976","1752","1508","1177","1035","915","895","759","608","605","512","442",
"부산광역시","25 - 29세","초대.전문대이상","출생[명]","명","6451","5952","5690","5433","5111","4209","4025","4213","3697","3231","2731","2325","2024","1769",
"부산광역시","25 - 29세","대학(교)","출생[명]","명","6166","5681","5422","5156","4874","3969","3854","3999","3505","3058","2615","2220","1930","1707",
"부산광역시","25 - 29세","대학원 이상","출생[명]","명","285","271","268","277","237","240","171","214","192","173","116","105","94","62",
"부산광역시","25 - 29세","미상","출생[명]","명","39","32","35","28","12","9","11","28","36","56","19","30","30","25",
"부산광역시","30 - 34세","총계","출생[명]","명","11956","11483","13182","13759","14959","13508","13840","13323","11932","9628","8439","7430","6693","6482",
"부산광역시","30 - 34세","무학","출생[명]","명","3","5","4","9","6","6","2","3","4","2","5","7","4","2",
"부산광역시","30 - 34세","초등학교","출생[명]","명","14","11","13","12","12","11","12","15","7","5","12","6","4","7",
"부산광역시","30 - 34세","중고등학교","출생[명]","명","3294","2755","3004","2834","2858","2321","2147","1971","1703","1305","986","795","693","611",
"부산광역시","30 - 34세","중학교","출생[명]","명","52","50","46","66","54","55","43","61","70","66","45","35","39","31",
"부산광역시","30 - 34세","고등학교","출생[명]","명","3242","2705","2958","2768","2804","2266","2104","1910","1633","1239","941","760","654","580",
"부산광역시","30 - 34세","초대.전문대이상","출생[명]","명","8603","8690","10102","10888","12058","11149","11647","11282","10125","8224","7378","6560","5917","5819",
"부산광역시","30 - 34세","대학(교)","출생[명]","명","7922","7965","9256","10008","11000","10149","10545","10263","9243","7414","6662","5957","5344","5300",
"부산광역시","30 - 34세","대학원 이상","출생[명]","명","681","725","846","880","1058","1000","1102","1019","882","810","716","603","573","519",
"부산광역시","30 - 34세","미상","출생[명]","명","42","22","59","16","25","21","32","52","93","92","58","62","75","43",
"부산광역시","35 - 39세","총계","출생[명]","명","3528","3524","4430","4604","4842","4744","5183","5991","6262","6009","5802","5203","4447","4449",
"부산광역시","35 - 39세","무학","출생[명]","명","3","1","5","2","2","2","2","2","2","1","2","3","2","2",
"부산광역시","35 - 39세","초등학교","출생[명]","명","9","9","3","9","5","8","4","2","11","6","4","4","5","4",
"부산광역시","35 - 39세","중고등학교","출생[명]","명","1308","1248","1481","1453","1322","1152","1079","1192","1178","1045","915","764","647","544",
"부산광역시","35 - 39세","중학교","출생[명]","명","53","42","36","35","28","26","23","23","19","29","20","22","28","26",
"부산광역시","35 - 39세","고등학교","출생[명]","명","1255","1206","1445","1418","1294","1126","1056","1169","1159","1016","895","742","619","518",
"부산광역시","35 - 39세","초대.전문대이상","출생[명]","명","2199","2248","2924","3127","3505","3571","4073","4768","5015","4866","4842","4372","3734","3861",
"부산광역시","35 - 39세","대학(교)","출생[명]","명","1976","2000","2619","2768","3099","3152","3639","4172","4390","4287","4258","3769","3275","3351",
"부산광역시","35 - 39세","대학원 이상","출생[명]","명","223","248","305","359","406","419","434","596","625","579","584","603","459","510",
"부산광역시","35 - 39세","미상","출생[명]","명","9","18","17","13","8","11","25","27","56","91","39","60","59","38",
"부산광역시","40 - 44세","총계","출생[명]","명","387","398","518","613","681","640","688","796","822","774","742","773","775","861",
"부산광역시","40 - 44세","무학","출생[명]","명","0","3","1","0","1","0","0","0","1","0","1","1","1","1",
"부산광역시","40 - 44세","초등학교","출생[명]","명","8","3","5","3","2","0","3","2","1","2","0","3","1","2",
"부산광역시","40 - 44세","중고등학교","출생[명]","명","229","207","249","271","262","252","251","245","241","223","196","167","173","167",
"부산광역시","40 - 44세","중학교","출생[명]","명","24","20","18","11","13","14","7","11","9","7","5","4","6","10",
"부산광역시","40 - 44세","고등학교","출생[명]","명","205","187","231","260","249","238","244","234","232","216","191","163","167","157",
"부산광역시","40 - 44세","초대.전문대이상","출생[명]","명","148","183","258","334","413","386","429","536","568","536","541","599","593","678",
"부산광역시","40 - 44세","대학(교)","출생[명]","명","136","159","221","282","356","336","370","456","483","464","448","501","510","575",
"부산광역시","40 - 44세","대학원 이상","출생[명]","명","12","24","37","52","57","50","59","80","85","72","93","98","83","103",
"부산광역시","40 - 44세","미상","출생[명]","명","2","2","5","5","3","2","5","13","11","13","4","3","7","13",
"부산광역시","45 - 49세","총계","출생[명]","명","18","18","21","21","23","18","21","17","23","19","20","22","18","15",
"부산광역시","45 - 49세","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"부산광역시","45 - 49세","초등학교","출생[명]","명","0","1","0","0","1","0","0","1","1","0","0","0","0","0",
"부산광역시","45 - 49세","중고등학교","출생[명]","명","8","13","10","15","8","13","12","5","11","0","7","9","2","4",
"부산광역시","45 - 49세","중학교","출생[명]","명","2","1","1","1","0","0","3","0","0","0","0","0","0","0",
"부산광역시","45 - 49세","고등학교","출생[명]","명","6","12","9","14","8","13","9","5","11","0","7","9","2","4",
"부산광역시","45 - 49세","초대.전문대이상","출생[명]","명","10","4","11","5","14","5","9","11","11","19","13","13","16","10",
"부산광역시","45 - 49세","대학(교)","출생[명]","명","8","4","10","4","12","4","5","9","10","17","11","8","14","7",
"부산광역시","45 - 49세","대학원 이상","출생[명]","명","2","0","1","1","2","1","4","2","1","2","2","5","2","3",
"부산광역시","45 - 49세","미상","출생[명]","명","0","0","0","1","0","0","0","0","0","0","0","0","0","1",
"부산광역시","50세이상","총계","출생[명]","명","2","1","2","6","2","2","2","1","0","1","6","0","0","0",
"부산광역시","50세이상","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"부산광역시","50세이상","초등학교","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"부산광역시","50세이상","중고등학교","출생[명]","명","2","1","2","4","0","0","1","1","0","0","2","0","0","0",
"부산광역시","50세이상","중학교","출생[명]","명","1","0","1","0","0","0","0","1","0","0","0","0","0","0",
"부산광역시","50세이상","고등학교","출생[명]","명","1","1","1","4","0","0","1","0","0","0","2","0","0","0",
"부산광역시","50세이상","초대.전문대이상","출생[명]","명","0","0","0","2","2","1","1","0","0","1","4","0","0","0",
"부산광역시","50세이상","대학(교)","출생[명]","명","0","0","0","1","0","1","0","0","0","1","4","0","0","0",
