"시도별","부의 연령(5세계급)별","교육정도별","항목","단위","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년",
"부산광역시","15세 미만","초대.전문대이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"부산광역시","15세 미만","대학(교)","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"부산광역시","15세 미만","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"부산광역시","15세 미만","미상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"부산광역시","15 - 19세","총계","출생[명]","명","36","14","31","42","42","52","47","43","42","18","15","8","8","2",
"부산광역시","15 - 19세","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"부산광역시","15 - 19세","초등학교","출생[명]","명","0","1","0","0","1","1","0","0","1","0","0","0","0","0",
"부산광역시","15 - 19세","중고등학교","출생[명]","명","31","13","30","39","38","50","46","43","41","17","15","7","8","2",
"부산광역시","15 - 19세","중학교","출생[명]","명","14","3","14","12","18","17","15","8","8","6","3","0","1","0",
"부산광역시","15 - 19세","고등학교","출생[명]","명","17","10","16","27","20","33","31","35","33","11","12","7","7","2",
"부산광역시","15 - 19세","초대.전문대이상","출생[명]","명","1","0","1","2","0","1","1","0","0","0","0","1","0","0",
"부산광역시","15 - 19세","대학(교)","출생[명]","명","1","0","1","2","0","1","1","0","0","0","0","1","0","0",
"부산광역시","15 - 19세","대학원 이상","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"부산광역시","15 - 19세","미상","출생[명]","명","4","0","0","1","3","0","0","0","0","1","0","0","0","0",
"부산광역시","20 - 24세","총계","출생[명]","명","304","249","276","297","286","323","323","388","353","237","207","155","125","104",
"부산광역시","20 - 24세","무학","출생[명]","명","0","0","0","0","0","0","0","0","0","0","0","1","0","0",
"부산광역시","20 - 24세","초등학교","출생[명]","명","2","1","2","1","3","1","3","1","3","3","2","0","0","1",
"부산광역시","20 - 24세","중고등학교","출생[명]","명","207","159","200","215","215","231","235","297","266","184","170","120","103","85",
"부산광역시","20 - 24세","중학교","출생[명]","명","33","20","19","27","27","28","24","30","30","20","22","17","7","2",
"부산광역시","20 - 24세","고등학교","출생[명]","명","174","139","181","188","188","203","211","267","236","164","148","103","96","83",
"부산광역시","20 - 24세","초대.전문대이상","출생[명]","명","87","71","73","81","66","90","83","88","78","47","34","32","20","17",
"부산광역시","20 - 24세","대학(교)","출생[명]","명","86","69","71","81","63","89","82","87","77","47","33","32","20","17",
"부산광역시","20 - 24세","대학원 이상","출생[명]","명","1","2","2","0","3","1","1","1","1","0","1","0","0","0",
"부산광역시","20 - 24세","미상","출생[명]","명","8","18","1","0","2","1","2","2","6","3","1","2","2","1",
"부산광역시","25 - 29세","총계","출생[명]","명","4296","3958","3702","3628","3230","2581","2319","2324","2040","1827","1549","1364","1099","1044",
"부산광역시","25 - 29세","무학","출생[명]","명","0","1","1","3","1","2","0","0","0","0","1","0","0","0",
"부산광역시","25 - 29세","초등학교","출생[명]","명","16","10","8","7","2","6","4","5","8","3","1","0","3","1",
"부산광역시","25 - 29세","중고등학교","출생[명]","명","1566","1338","1272","1261","1107","865","740","783","670","668","542","503","427","377",
"부산광역시","25 - 29세","중학교","출생[명]","명","80","85","67","68","55","47","25","31","22","22","30","34","24","18",
"부산광역시","25 - 29세","고등학교","출생[명]","명","1486","1253","1205","1193","1052","818","715","752","648","646","512","469","403","359",
"부산광역시","25 - 29세","초대.전문대이상","출생[명]","명","2688","2595","2419","2354","2119","1704","1572","1529","1356","1143","995","844","658","656",
"부산광역시","25 - 29세","대학(교)","출생[명]","명","2554","2471","2294","2225","2023","1609","1474","1457","1305","1094","958","810","635","629",
"부산광역시","25 - 29세","대학원 이상","출생[명]","명","134","124","125","129","96","95","98","72","51","49","37","34","23","27",
"부산광역시","25 - 29세","미상","출생[명]","명","26","14","2","3","1","4","3","7","6","13","10","17","11","10",
"부산광역시","30 - 34세","총계","출생[명]","명","12281","11288","12120","12299","13163","11666","11953","11503","9928","7881","6680","5725","5110","4741",
"부산광역시","30 - 34세","무학","출생[명]","명","0","2","2","4","1","2","2","0","2","1","2","4","3","2",
"부산광역시","30 - 34세","초등학교","출생[명]","명","12","13","9","12","19","12","15","5","6","5","7","11","3","3",
"부산광역시","30 - 34세","중고등학교","출생[명]","명","3313","2749","2853","2705","2868","2435","2411","2199","1902","1522","1174","938","881","804",
"부산광역시","30 - 34세","중학교","출생[명]","명","89","83","86","101","91","80","110","87","51","52","26","20","19","20",
"부산광역시","30 - 34세","고등학교","출생[명]","명","3224","2666","2767","2604","2777","2355","2301","2112","1851","1470","1148","918","862","784",
"부산광역시","30 - 34세","초대.전문대이상","출생[명]","명","8929","8509","9247","9573","10265","9200","9502","9261","7963","6293","5453","4731","4165","3914",
"부산광역시","30 - 34세","대학(교)","출생[명]","명","7966","7652","8423","8731","9331","8393","8631","8412","7236","5705","4921","4306","3786","3583",
"부산광역시","30 - 34세","대학원 이상","출생[명]","명","963","857","824","842","934","807","871","849","727","588","532","425","379","331",
"부산광역시","30 - 34세","미상","출생[명]","명","27","15","9","5","10","17","23","38","55","60","44","41","58","18",
"부산광역시","35 - 39세","총계","출생[명]","명","7510","7475","8385","8506","8724","8064","8255","8947","9083","8235","7673","6920","6051","5741",
"부산광역시","35 - 39세","무학","출생[명]","명","4","1","4","5","3","2","3","2","0","2","3","3","4","0",
"부산광역시","35 - 39세","초등학교","출생[명]","명","21","12","13","15","8","7","12","8","8","10","4","5","9","1",
"부산광역시","35 - 39세","중고등학교","출생[명]","명","2405","2318","2383","2259","2182","1834","1684","1781","1787","1634","1354","1179","1044","892",
"부산광역시","35 - 39세","중학교","출생[명]","명","115","104","79","80","62","41","43","49","50","57","41","33","29","22",
"부산광역시","35 - 39세","고등학교","출생[명]","명","2290","2214","2304","2179","2120","1793","1641","1732","1737","1577","1313","1146","1015","870",
"부산광역시","35 - 39세","초대.전문대이상","출생[명]","명","5069","5134","5980","6214","6525","6218","6539","7127","7222","6497","6261","5672","4938","4799",
"부산광역시","35 - 39세","대학(교)","출생[명]","명","4346","4395","5188","5321","5651","5401","5716","6226","6312","5682","5531","4919","4341","4203",
"부산광역시","35 - 39세","대학원 이상","출생[명]","명","723","739","792","893","874","817","823","901","910","815","730","753","597","596",
"부산광역시","35 - 39세","미상","출생[명]","명","11","10","5","13","6","3","17","29","66","92","51","61","56","49",
"부산광역시","40 - 44세","총계","출생[명]","명","1551","1517","2003","2166","2428","2320","2519","2608","2576","2423","2216","2108","1901","2148",
"부산광역시","40 - 44세","무학","출생[명]","명","4","1","2","3","1","1","1","2","2","1","0","1","1","0",
"부산광역시","40 - 44세","초등학교","출생[명]","명","24","18","11","10","9","10","4","5","3","1","2","1","2","0",
"부산광역시","40 - 44세","중고등학교","출생[명]","명","714","673","874","895","934","832","815","779","780","710","573","539","432","415",
"부산광역시","40 - 44세","중학교","출생[명]","명","83","70","46","62","50","53","39","33","26","16","20","18","14","11",
"부산광역시","40 - 44세","고등학교","출생[명]","명","631","603","828","833","884","779","776","746","754","694","553","521","418","404",
"부산광역시","40 - 44세","초대.전문대이상","출생[명]","명","807","821","1114","1257","1479","1476","1688","1803","1763","1689","1632","1540","1429","1704",
"부산광역시","40 - 44세","대학(교)","출생[명]","명","688","697","963","1059","1234","1245","1410","1541","1472","1438","1373","1330","1232","1463",
"부산광역시","40 - 44세","대학원 이상","출생[명]","명","119","124","151","198","245","231","278","262","291","251","259","210","197","241",
"부산광역시","40 - 44세","미상","출생[명]","명","2","4","2","1","5","1","11","19","28","22","9","27","37","29",
"부산광역시","45 - 49세","총계","출생[명]","명","335","288","349","359","339","374","377","454","486","483","489","455","452","420",
"부산광역시","45 - 49세","무학","출생[명]","명","3","0","2","0","0","0","1","2","1","1","0","1","1","1",
"부산광역시","45 - 49세","초등학교","출생[명]","명","17","16","14","5","5","6","3","4","4","2","1","2","1","1",
"부산광역시","45 - 49세","중고등학교","출생[명]","명","180","166","192","190","185","218","159","219","207","212","206","192","158","134",
"부산광역시","45 - 49세","중학교","출생[명]","명","46","37","33","33","35","30","20","19","16","24","17","10","9","4",
"부산광역시","45 - 49세","고등학교","출생[명]","명","134","129","159","157","150","188","139","200","191","188","189","182","149","130",
"부산광역시","45 - 49세","초대.전문대이상","출생[명]","명","134","103","137","164","148","146","204","226","265","260","277","256","288","279",
"부산광역시","45 - 49세","대학(교)","출생[명]","명","108","83","119","132","117","117","170","179","212","218","249","220","248","230",
"부산광역시","45 - 49세","대학원 이상","출생[명]","명","26","20","18","32","31","29","34","47","53","42","28","36","40","49",
"부산광역시","45 - 49세","미상","출생[명]","명","1","3","4","0","1","4","10","3","9","8","5","4","4","5",
"부산광역시","50세 이상","총계","출생[명]","명","80","74","110","105","100","107","95","84","119","106","110","112","144","88",
"부산광역시","50세 이상","무학","출생[명]","명","0","0","0","0","0","2","0","1","0","0","1","0","0","0",
"부산광역시","50세 이상","초등학교","출생[명]","명","7","13","11","11","7","7","4","8","8","5","4","4","2","1",
